nivel,familia,ciclo,municipio,tipo_centro,codigo_centro,centro,modalidad,turno
Grado Superior,Electricidad y electrónica,Estilismo y dirección de peluquería,Leganés,Público,28003894,IES LUIS VIVES,General,
Grado Superior,Electricidad y electrónica,Estilismo y dirección de peluquería,Madrid,Público,28030991,CP IFP BARRIO DE BILBAO,General,
Grado Superior,Electricidad y electrónica,Estética integral y bienestar,Alcorcón,Público,28036978,IES LA ARBOLEDA,,
Grado Superior,Electricidad y electrónica,Estética integral y bienestar,Collado Villalba,Público,28041597,IES LAS CANTERAS,,
Grado Superior,Electricidad y electrónica,Estética integral y bienestar,Fuenlabrada,Público,28033850,IES GASPAR MELCHOR DE JOVELLANOS,,
Grado Superior,Electricidad y electrónica,Estética integral y bienestar,Getafe,Público,28042632,IES ICARO,,
Grado Superior,Electricidad y electrónica,Estética integral y bienestar,Madrid,Público,28018368,IES SANTA ENGRACIA,,
Grado Superior,Electricidad y electrónica,Estética integral y bienestar,Madrid,Público,28030991,CP IFP BARRIO DE BILBAO,,
Grado Superior,Electricidad y electrónica,Estética integral y bienestar,Madrid,Público,28032481,IES CIUDAD DE JAEN,,
Grado Superior,Electricidad y electrónica,Estética integral y bienestar,Madrid,Público,28045633,IES FRANCISCO DE GOYA,,
Grado Superior,Electricidad y electrónica,Estética integral y bienestar,Móstoles,Público,28038422,IES LUIS BUÑUEL,,
Grado Superior,Electricidad y electrónica,Estética integral y bienestar,San Fernando de Henares,Público,28037065,IES REY FERNANDO VI,,
Grado Superior,Electricidad y electrónica,Estética integral y bienestar,Madrid,Público,28018368,IES SANTA ENGRACIA,Intensivo,
Grado Superior,Electricidad y electrónica,Estilismo y dirección de peluquería,Madrid,Público,28018368,IES SANTA ENGRACIA,General,
Grado Superior,Electricidad y electrónica,Estilismo y dirección de peluquería,Madrid,Público,28030964,IES VALLECAS-MAGERIT,General,
Grado Superior,Electricidad y electrónica,Asesoría de imagen personal y corporativa,Alcalá de Henares,Público,28030903,IES MATEO ALEMAN,,
Grado Superior,Electricidad y electrónica,Asesoría de imagen personal y corporativa,Fuenlabrada,Público,28033850,IES GASPAR MELCHOR DE JOVELLANOS,General,Diurno
Grado Superior,Electricidad y electrónica,Asesoría de imagen personal y corporativa,Madrid,Público,28018368,IES SANTA ENGRACIA,General,Diurno
Grado Superior,Electricidad y electrónica,Asesoría de imagen personal y corporativa,Madrid,Público,28018368,IES SANTA ENGRACIA,,
Grado Superior,Electricidad y electrónica,Asesoría de imagen personal y corporativa,Madrid,Público,28030991,CP IFP BARRIO DE BILBAO,General,Vespertino
Grado Superior,Electricidad y electrónica,Asesoría de imagen personal y corporativa,Móstoles,Público,28038422,IES LUIS BUÑUEL,General,Vespertino
Grado Superior,Electricidad y electrónica,Caracterización y maquillaje profesional,Collado Villalba,Público,28041597,IES LAS CANTERAS,,
Grado Superior,Electricidad y electrónica,Caracterización y maquillaje profesional,Madrid,Público,28030991,CP IFP BARRIO DE BILBAO,General,Diurno
Grado Superior,Electricidad y electrónica,Caracterización y maquillaje profesional,Móstoles,Público,28038422,IES LUIS BUÑUEL,General,Diurno
Grado Superior,Electricidad y electrónica,Caracterización y maquillaje profesional,Madrid,Público,28030991,CP IFP BARRIO DE BILBAO,General,Vespertino
Grado Superior,Electricidad y electrónica,"Animaciones 3D, juegos y entornos interactivos",Imagen y sonido Coslada,Público,28041391,IES ANTONIO GAUDI,,
Grado Superior,Electricidad y electrónica,"Animaciones 3D, juegos y entornos interactivos",Madrid,Público,28018484,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,General,Diurno
Grado Superior,Electricidad y electrónica,"Animaciones 3D, juegos y entornos interactivos",Madrid,Público,28018484,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,
Grado Superior,Electricidad y electrónica,"Animaciones 3D, juegos y entornos interactivos",Móstoles,Público,28038422,IES LUIS BUÑUEL,General,Vespertino
Grado Superior,Electricidad y electrónica,Realización de proyectos audiovisuales y,Alcorcón,Público,28036978,IES LA ARBOLEDA,,
Grado Superior,Electricidad y electrónica,Realización de proyectos audiovisuales y,Madrid,Público,28018484,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,
Grado Superior,Electricidad y electrónica,Realización de proyectos audiovisuales y,Móstoles,Público,28038422,IES LUIS BUÑUEL,,
Grado Superior,Electricidad y electrónica,Realización de proyectos audiovisuales y,Leganés,Público,28038306,IES SIGLO XXI,,
Grado Superior,Electricidad y electrónica,Producción de audiovisuales y espectáculos,Madrid,Público,28018484,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,
Grado Superior,Electricidad y electrónica,Producción de audiovisuales y espectáculos,Móstoles,Público,28038422,IES LUIS BUÑUEL,General,Diurno
Grado Superior,Electricidad y electrónica,Producción de audiovisuales y espectáculos,Leganés,Público,28038306,IES SIGLO XXI,,
Grado Superior,Electricidad y electrónica,Producción de audiovisuales y espectáculos,Madrid,Público,28018484,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,General,Vespertino
Grado Superior,Electricidad y electrónica,Producción de audiovisuales y espectáculos,Móstoles,Público,28038422,IES LUIS BUÑUEL,General,Vespertino
Grado Superior,Electricidad y electrónica,Sonido para audiovisuales y espectáculos,Madrid,Público,28018484,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,
Grado Superior,Electricidad y electrónica,Sonido para audiovisuales y espectáculos,Móstoles,Público,28038422,IES LUIS BUÑUEL,General,Diurno
Grado Superior,Electricidad y electrónica,Sonido para audiovisuales y espectáculos,Imagen y sonido Madrid,Público,28018484,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,
Grado Superior,Electricidad y electrónica,"Iluminación, captación y tratamiento de imagen",Leganés,Público,28038306,IES SIGLO XXI,,
Grado Superior,Electricidad y electrónica,"Iluminación, captación y tratamiento de imagen",Madrid,Público,28018484,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,General,Diurno
Grado Superior,Electricidad y electrónica,"Iluminación, captación y tratamiento de imagen",Móstoles,Público,28038422,IES LUIS BUÑUEL,General,Diurno
Grado Superior,Electricidad y electrónica,"Iluminación, captación y tratamiento de imagen",Madrid,Público,28018484,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,
Grado Superior,Electricidad y electrónica,"Iluminación, captación y tratamiento de imagen",Móstoles,Público,28038422,IES LUIS BUÑUEL,General,Vespertino
Grado Superior,Industrias alimentarias,Procesos y calidad en la industria alimentaria,Madrid,Público,28046376,CP IFP ESCUELA DE LA VID,,
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Informática y comunicaciones Alcalá de Henares,Público,28000467,IES ALONSO DE AVELLANEDA,,
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Alcobendas,Público,28038070,IES VIRGEN DE LA PAZ,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Alcorcón,Público,28036978,IES LA ARBOLEDA,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Collado Villalba,Público,28045050,IES LAZARO CARDENAS,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Coslada,Público,28042607,IES LUIS BRAILLE,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Fuenlabrada,Público,28033850,IES GASPAR MELCHOR DE JOVELLANOS,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Getafe,Público,28039827,IES LAGUNA DE JOATZEL,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Leganés,Público,28042036,IES GABRIEL GARCIA MARQUEZ,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Madrid,Público,28019889,IES LOPE DE VEGA,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Madrid,Público,28020831,IES TETUAN DE LAS VICTORIAS,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Madrid,Público,28020910,IES JUAN DE LA CIERVA 19,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Madrid,Público,28021549,IES PALOMERAS VALLECAS,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Madrid,Público,28022724,IES CIUDAD ESCOLAR,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Madrid,Público,28037028,IES ROSA CHACEL,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Madrid,Público,28039891,IES VILLABLANCA,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Madrid,Público,28042656,IES CLARA DEL REY,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Madrid,Público,28044902,IES FRANCISCO DE QUEVEDO,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Madrid,Público,28045633,IES FRANCISCO DE GOYA,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Madrid,Público,28013863,CPR INF-PRI-SEC LA SALLE,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Majadahonda,Público,28039128,IES MARIA DE ZAYAS Y SOTOMAYOR,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Moralzarzal,Público,28022207,IES CARMEN MARTIN GAITE,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Rivas-Vaciamadrid,Público,28046522,IES EUROPA,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Torrejón de Ardoz,Público,28042681,IES VALLE INCLAN,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Torrelaguna,Público,28025129,IES ALTO JARAMA,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Villanueva de la Cañada,Público,28046303,IES LAS ENCINAS,General,Diurno
Grado Superior,Industrias alimentarias,Administración de sistemas informáticos en red,Villarejo de Salvanés,Público,28025658,IES NUESTRA SEÑORA DE LA VICTORIA DE LEPANTO,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Alcalá de Henares,Público,28000467,IES ALONSO DE AVELLANEDA,,
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Collado Villalba,Público,28045050,IES LAZARO CARDENAS,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Coslada,Público,28042607,IES LUIS BRAILLE,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Fuenlabrada,Público,28033850,IES GASPAR MELCHOR DE JOVELLANOS,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Galapagar,Público,28042620,IES INFANTA ELENA,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Getafe,Público,28039827,IES LAGUNA DE JOATZEL,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Leganés,Público,28003894,IES LUIS VIVES,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Leganés,Público,28042036,IES GABRIEL GARCIA MARQUEZ,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28019971,IES BARAJAS,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28020703,IES ENRIQUE TIERNO GALVAN,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28020831,IES TETUAN DE LAS VICTORIAS,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28020910,IES JUAN DE LA CIERVA,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28022724,IES CIUDAD ESCOLAR,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28031002,IES LEONARDO DA VINCI,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28037028,IES ROSA CHACEL,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28045633,IES FRANCISCO DE GOYA,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Navalcarnero,Público,28023327,IES CARMEN MARTIN GAITE,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Pozuelo de Alarcón,Público,28040775,IES SAN JUAN DE LA CRUZ,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,San Fernando de Henares,Público,28037065,IES REY FERNANDO VI,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Villanueva de la Cañada,Público,28046303,IES LAS ENCINAS,General,Diurno
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Alcobendas,Público,28038070,IES VIRGEN DE LA PAZ,General,Vespertino
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Alcorcón,Público,28036978,IES LA ARBOLEDA,General,Vespertino
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Alcorcón,Público,28042115,IES ITACA,General,Vespertino
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Aranjuez,Público,28001629,IES DOMENICO SCARLATTI,General,Vespertino
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Colmenar Viejo,Público,28036991,IES ANGEL CORELLA,General,Vespertino
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Coslada,Público,28042607,IES LUIS BRAILLE,General,Vespertino
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Getafe,Público,28003201,IES MATEMATICO PUIG ADAM,General,Vespertino
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28019312,IES EL LAGO,General,Vespertino
Grado Superior,Industrias alimentarias,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28019889,IES LOPE DE VEGA,General,Vespertino
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28020715,IES PIO BAROJA,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28020910,IES JUAN DE LA CIERVA,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28021008,IES VISTA ALEGRE,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28021549,IES PALOMERAS VALLECAS,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28038379,IES ISLAS FILIPINAS,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28039891,IES VILLABLANCA,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28042656,IES CLARA DEL REY,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28044902,IES FRANCISCO DE QUEVEDO,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Majadahonda,Público,28039128,IES MARIA DE ZAYAS Y SOTOMAYOR,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Parla,Público,28032559,IES ENRIQUE TIERNO GALVAN,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Rivas-Vaciamadrid,Público,28046522,IES EUROPA,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,San Fernando de Henares,Público,28037065,IES REY FERNANDO VI,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Torrejón de Ardoz,Público,28042681,IES VALLE INCLAN,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Tres Cantos,Público,28035317,IES JOSE LUIS SAMPEDRO,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Alcalá de Henares,Público,28000467,IES ALONSO DE AVELLANEDA,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Alcobendas,Público,28038070,IES VIRGEN DE LA PAZ,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Alcorcón,Público,28042115,IES ITACA,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Collado Villalba,Público,28045050,IES LAZARO CARDENAS,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Colmenar Viejo,Público,28036991,IES ANGEL CORELLA,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Fuenlabrada,Público,28033850,IES GASPAR MELCHOR DE JOVELLANOS,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Getafe,Público,28003201,IES MATEMATICO PUIG ADAM,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Leganés,Público,28003894,IES LUIS VIVES,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28019889,IES LOPE DE VEGA,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28020703,IES ENRIQUE TIERNO GALVAN,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28020910,IES JUAN DE LA CIERVA,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28021008,IES VISTA ALEGRE,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28039891,IES VILLABLANCA,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28044902,IES FRANCISCO DE QUEVEDO,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Parla,Público,28032559,IES ENRIQUE TIERNO GALVAN,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Rivas-Vaciamadrid,Público,28046522,IES EUROPA,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,San Lorenzo de El Escorial,Público,28028684,IES JUAN DE HERRERA,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Tres Cantos,Público,28035317,IES JOSE LUIS SAMPEDRO,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Aranjuez,Público,28001629,IES DOMENICO SCARLATTI,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Coslada,Público,28042607,IES LUIS BRAILLE,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Galapagar,Público,28042620,IES INFANTA ELENA,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Getafe,Público,28039827,IES LAGUNA DE JOATZEL,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Leganés,Público,28042036,IES GABRIEL GARCIA MARQUEZ,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28019971,IES BARAJAS,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28020703,IES ENRIQUE TIERNO GALVAN,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28020831,IES TETUAN DE LAS VICTORIAS,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28021549,IES PALOMERAS VALLECAS,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28022724,IES CIUDAD ESCOLAR,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28031002,IES LEONARDO DA VINCI,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28037028,IES ROSA CHACEL,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28042656,IES CLARA DEL REY,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28045633,IES FRANCISCO DE GOYA,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Majadahonda,Público,28039128,IES MARIA DE ZAYAS Y SOTOMAYOR,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Mejorada del Campo,Público,28045025,IES LOS OLIVOS,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Pozuelo de Alarcón,Público,28040775,IES SAN JUAN DE LA CRUZ,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,San Fernando de Henares,Público,28037065,IES REY FERNANDO VI,,
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Alcobendas,Público,28038070,IES VIRGEN DE LA PAZ,,
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Galapagar,Público,28042620,IES INFANTA ELENA,General,Vespertino
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Leganés,Público,28003894,IES LUIS VIVES,General,Vespertino
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,General,Vespertino
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Madrid,Público,28020703,IES ENRIQUE TIERNO GALVAN,General,Vespertino
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Madrid,Público,28020910,IES JUAN DE LA CIERVA,General,Vespertino
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Madrid,Público,28021008,IES VISTA ALEGRE,General,Vespertino
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Madrid,Público,28031002,IES LEONARDO DA VINCI,General,Vespertino
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Madrid,Público,28042656,IES CLARA DEL REY,General,Vespertino
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Madrid,Público,28044902,IES FRANCISCO DE QUEVEDO,General,Vespertino
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Parla,Público,28032559,"IES ENRIQUE TIERNO GALVAN 13,45",General,Vespertino
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28019312,IES EL LAGO,General,Diurno
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28020715,IES PIO BAROJA,General,Diurno
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Madrid,Público,28020715,IES PIO BAROJA,,
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Informática y comunicaciones Tres Cantos,Público,28035317,IES JOSE LUIS SAMPEDRO,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones multiplataforma,Madrid,Público,28044902,IES FRANCISCO DE QUEVEDO,General / Bilingüe,Diurno
Grado Superior,Informática y comunicaciones,Administración de sistemas informáticos en red,Madrid,Público,28042656,IES CLARA DEL REY,,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28042656,IES CLARA DEL REY,General,
Grado Superior,Informática y comunicaciones,Desarrollo de aplicaciones web,Madrid,Público,28042656,IES CLARA DEL REY,Intensivo,
Grado Superior,Informática y comunicaciones,Des. de apli. multiplataforma y Des. de apli.,Madrid,Público,28042656,"IES CLARA DEL REY 19,31",,
Grado Superior,Informática y comunicaciones,Des. de apli. multiplataforma y Des. de apli.,Madrid,Público,28042656,IES CLARA DEL REY,,
Grado Superior,Informática y comunicaciones,Des. de apli. multiplataforma y Des. de apli.,Instalación y mantenimiento Alcalá de Henares,Público,28000522,IES ANTONIO MACHADO,,
Grado Superior,Informática y comunicaciones,Mecatrónica industrial,Leganés,Público,28003894,IES LUIS VIVES,,
Grado Superior,Informática y comunicaciones,Mecatrónica industrial,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,,
Grado Superior,Informática y comunicaciones,Mecatrónica industrial,San Sebastián de los Reyes,Público,28024642,IES JOAN MIRO,,
Grado Superior,Informática y comunicaciones,Mantenimiento de instalaciones térmicas y de,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,,
Grado Superior,Informática y comunicaciones,Mantenimiento de instalaciones térmicas y de,Madrid,Público,28020703,"IES ENRIQUE TIERNO GALVAN 9,29",,
Grado Superior,"Madera, mueble y corcho",Laboratorio de análisis y de control de calidad,Química Alcalá de Henares,Público,28030903,IES MATEO ALEMAN,,
Grado Superior,"Madera, mueble y corcho",Laboratorio de análisis y de control de calidad,Coslada,Público,28002580,IES MIGUEL CATALÁN,General,Vespertino
Grado Superior,"Madera, mueble y corcho",Laboratorio de análisis y de control de calidad,Madrid,Público,28019889,IES LOPE DE VEGA,General,Vespertino
Grado Superior,"Madera, mueble y corcho",Laboratorio de análisis y de control de calidad,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,General,Vespertino
Grado Superior,"Madera, mueble y corcho",Laboratorio de análisis y de control de calidad,Alcalá de Henares,Público,28030903,IES MATEO ALEMAN,,
Grado Superior,"Madera, mueble y corcho",Laboratorio de análisis y de control de calidad,Madrid,Público,28019351,IES SAN FERNANDO,General,Diurno
Grado Superior,"Madera, mueble y corcho",Laboratorio de análisis y de control de calidad,Madrid,Público,28019889,IES LOPE DE VEGA,General,Diurno
Grado Superior,"Madera, mueble y corcho",Laboratorio de análisis y de control de calidad,Madrid,Público,28021549,IES PALOMERAS VALLECAS,General,Diurno
Grado Superior,"Madera, mueble y corcho",Laboratorio de análisis y de control de calidad,Pinto,Público,28026031,IES VICENTE ALEIXANDRE,General,Diurno
Grado Superior,"Madera, mueble y corcho",Laboratorio de análisis y de control de calidad,San Sebastián de los Reyes,Público,28043028,IES JUAN DE MAIRENA,General,Diurno
Grado Superior,"Madera, mueble y corcho",Laboratorio de análisis y de control de calidad,Madrid,Público,28020341,IES VIRGEN DE LA PALOMA,,
Grado Superior,"Madera, mueble y corcho",Fabr. de prod. farmacéuticos biotecnológicos y,Alcalá de Henares,Público,28030903,IES MATEO ALEMAN,,
Grado Superior,"Madera, mueble y corcho",Ortoprótesis y productos de apoyo,Sanidad Alcalá de Henares,Público,28000522,IES ANTONIO MACHADO,General,
Grado Superior,"Madera, mueble y corcho",Ortoprótesis y productos de apoyo,Alcalá de Henares,Público,28000522,IES ANTONIO MACHADO,General,
Grado Superior,"Madera, mueble y corcho",Anatomía patológica y citodiagnóstico,Alcalá de Henares,Público,28000522,IES ANTONIO MACHADO,General,
Grado Superior,"Madera, mueble y corcho",Anatomía patológica y citodiagnóstico,Madrid,Público,28031014,IES MORATALAZ,General,
Grado Superior,"Madera, mueble y corcho",Anatomía patológica y citodiagnóstico,Madrid,Público,28037028,IES ROSA CHACEL,General,
Grado Superior,"Madera, mueble y corcho",Anatomía patológica y citodiagnóstico,Pozuelo de Alarcón,Público,28040775,IES SAN JUAN DE LA CRUZ,General,
Grado Superior,"Madera, mueble y corcho",Anatomía patológica y citodiagnóstico,San Sebastián de los Reyes,Público,28043028,IES JUAN DE MAIRENA,General,
Grado Superior,"Madera, mueble y corcho",Laboratorio clínico y biomédico,Alcorcón,Público,28030241,IES PRADO DE SANTO DOMINGO,,
