nivel,ciclo,centro,via_a,via_a1,via_a2
Grado Superior,Estética integral y bienestar,IES LA ARBOLEDA,,7.74,12.87
Grado Superior,Estética integral y bienestar,IES LAS CANTERAS,,7.69,13.29
Grado Superior,Estética integral y bienestar,IES LUIS BUÑUEL,,8.96,14.79
Grado Superior,Estética integral y bienestar,IES MATEO ALEMAN,,10.0,19.14
Grado Superior,Estética integral y bienestar,IES REY FERNANDO VI,,9.04,16.0
Grado Superior,Estética integral y bienestar,IES SANTA ENGRACIA,,14.17,18.71
Grado Superior,Estética integral y bienestar,IES SANTA ENGRACIA,,9.43,19.93
Grado Superior,Estética integral y bienestar,IES VALLECAS-MAGERIT,,7.0,14.43
Grado Superior,Fabr. de prod. farmacéuticos biotecnológicos y afines,IES MATEO ALEMAN,,15.0,16.86
Grado Superior,Fabr. de prod. farmacéuticos biotecnológicos y afines,IES MATEO ALEMAN,,16.5,15.46
Grado Superior,Formación para la movilidad segura y sostenible,IES ANTONIO MACHADO,,12.0,12.5
Grado Superior,Formación para la movilidad segura y sostenible,IES CIUDAD ESCOLAR,,12.59,10.8
Grado Superior,Formación para la movilidad segura y sostenible,IES FELIPE TRIGO,,15.0,14.82
Grado Superior,Fuenlabrada,"12 13,1 14,71",,,
Grado Superior,Fuenlabrada,"12,54 14,5 12,11 13,31",,,
Grado Superior,Fuenlabrada,"15,06 16,3 15,13",,,
Grado Superior,Fuenlabrada,"16,88 19 17,08 17,67",,,
Grado Superior,Fuenlabrada,"19 19,15 15,75 17,67",,,
Grado Superior,Fuenlabrada,"20,06 17,86 10 18",,,
Grado Superior,Galapagar,"11,56 12 10,25",,,
Grado Superior,Galapagar,"11,56 14,1 16,83",,,
Grado Superior,"Gest. de alojamientos turísticos y guía, inf. y",IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO,,9.0,16.0
Grado Superior,Gestión de alojamientos turísticos,IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO,,13.11,12.26
Grado Superior,Gestión de alojamientos turísticos,IES MARIA DE ZAYAS Y SOTOMAYOR,,7.5,18.54
Grado Superior,Gestión de ventas y espacios comerciales,IES ALONSO DE AVELLANEDA,,16.19,15.27
Grado Superior,Gestión de ventas y espacios comerciales,IES CLARA DEL REY,,8.37,13.47
Grado Superior,Gestión de ventas y espacios comerciales,IES EL LAGO,,13.79,11.67
Grado Superior,Gestión de ventas y espacios comerciales,IES ICARO,,10.0,12.71
Grado Superior,Gestión de ventas y espacios comerciales,IES JAIME FERRAN,,9.09,11.42
Grado Superior,Gestión de ventas y espacios comerciales,IES LUIS BUÑUEL,,8.83,12.73
Grado Superior,Gestión de ventas y espacios comerciales,IES PABLO NERUDA,,12.0,13.09
Grado Superior,Gestión de ventas y espacios comerciales,IES VIRGEN DE LA PAZ,,10.18,19.58
Grado Superior,Gestión del agua,IES VIRGEN DE LA PALOMA,,14.8,13.54
Grado Superior,Gestión forestal y del medio natural,IES EL ESCORIAL,,16.82,18.07
Grado Superior,Getafe,"15,31 21,08 15,6 18,31",,,
Grado Superior,Getafe,"19 19,09 16,86",,,
Grado Superior,Getafe,"19,63 20,38 12,4 16,79",,,
Grado Superior,Getafe,"7 12,25 15,06 14,78",,,
Grado Superior,Getafe,"7 15,64",,,
Grado Superior,"Guía, información y asistencias turísticas",IES ANTONIO DOMINGUEZ ORTIZ,,10.5,19.23
Grado Superior,"Guía, información y asistencias turísticas",IES ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO,,10.0,21.91
Grado Superior,"Guía, información y asistencias turísticas",IES MARIA DE ZAYAS Y SOTOMAYOR,,10.0,8.4
Grado Superior,"Guía, información y asistencias turísticas",IES TETUAN DE LAS VICTORIAS,,7.0,16.0
Grado Superior,"Iluminación, captación y tratamiento de imagen",IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,16.06,18.4
Grado Superior,"Iluminación, captación y tratamiento de imagen",IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,10.67,8.64
Grado Superior,"Iluminación, captación y tratamiento de imagen",IES LUIS BUÑUEL,,12.65,16.89
Grado Superior,"Iluminación, captación y tratamiento de imagen",IES LUIS BUÑUEL,,8.4,13.1
Grado Superior,"Iluminación, captación y tratamiento de imagen",IES SIGLO XXI,,16.13,13.67
Grado Superior,Integración Social,CPR FPE SAN JUAN DE DIOS,,9.0,16.69
Grado Superior,Integración Social,IES ALARNES,,19.11,20.15
Grado Superior,Integración Social,IES ALARNES,,7.0,15.83
Grado Superior,Integración Social,IES ALONSO DE AVELLANEDA,,13.59,20.46
Grado Superior,Integración Social,IES ALONSO DE AVELLANEDA,,11.44,12.71
Grado Superior,Integración Social,IES FELIPE TRIGO,,18.5,16.38
Grado Superior,Integración Social,IES JAIME FERRAN,,18.56,14.0
Grado Superior,Integración Social,IES JULIO VERNE,,19.06,18.43
Grado Superior,Integración Social,IES JULIO VERNE,,12.71,15.69
Grado Superior,Integración Social,IES LUIS BRAILLE,,14.5,13.14
Grado Superior,Integración Social,IES SAN BLAS,,17.5,16.36
Grado Superior,Integración Social,IES SAN BLAS,,8.61,12.17
Grado Superior,Integración Social,IES VIRGEN DE LA PAZ,,17.5,14.45
Grado Superior,Integración Social,IES VIRGEN DE LA PAZ,,10.0,12.0
Grado Superior,Laboratorio de análisis y de control de calidad,IES JUAN DE MAIRENA,,19.38,14.4
Grado Superior,Laboratorio de análisis y de control de calidad,IES LOPE DE VEGA,,15.0,13.43
Grado Superior,Laboratorio de análisis y de control de calidad,IES MATEO ALEMAN,,14.5,15.0
Grado Superior,Laboratorio de análisis y de control de calidad,IES MATEO ALEMAN,,20.13,16.57
Grado Superior,Laboratorio de análisis y de control de calidad,IES MIGUEL CATALÁN,,10.31,14.0
Grado Superior,Laboratorio de análisis y de control de calidad,IES SAN FERNANDO,,18.38,12.55
Grado Superior,Laboratorio de análisis y de control de calidad,IES VICENTE ALEIXANDRE,,19.0,14.43
Grado Superior,Laboratorio de análisis y de control de calidad,IES VIRGEN DE LA PALOMA,,19.06,18.58
Grado Superior,Laboratorio de análisis y de control de calidad,IES VIRGEN DE LA PALOMA,,7.0,15.0
Grado Superior,Leganés,"15,44 12,67 13,93",,,
Grado Superior,Leganés,"16,38 19,58 16,55 14,8",,,
Grado Superior,Leganés,"16,5 14,92 15,67 10",,,
Grado Superior,Leganés,"19,13 19,18 15,64",,,
Grado Superior,Leganés,"19,25 19,07 16,92",,,
Grado Superior,Leganés,"20,25 19,15 15,7 17,86",,,
Grado Superior,Leganés,"8,47 16,08 15,81 12",,,
Grado Superior,Madrid,"12,76 14,6 14,21",,,
Grado Superior,Madrid,"13,24 18,77 17,16",,,
Grado Superior,Madrid,"14,67 17,14 15,71",,,
Grado Superior,Madrid,"14,9 13,09 15,29 10",,,
Grado Superior,Madrid,"15,17 17,45 12,29 15",,,
Grado Superior,Madrid,"15,65 16,59 17,07",,,
Grado Superior,Madrid,"15,75 19 17,5",,,
Grado Superior,Madrid,"16,15 18,75 12,1",,,
Grado Superior,Madrid,"16,28 16,62 16,92",,,
Grado Superior,Madrid,"16,59 17 16",,,
Grado Superior,Madrid,"17,35 18,46 17,17",,,
Grado Superior,Madrid,"17,61 19,08 8,83 14,42",,,
Grado Superior,Madrid,"18 10 14,82",,,
Grado Superior,Madrid,"18,67 19,92",,,
Grado Superior,Madrid,"18,75 15,38 16 17",,,
Grado Superior,Madrid,"18,75 16,27 9,19 18",,,
Grado Superior,Madrid,"19,19 19,86 7",,,
Grado Superior,Madrid,"19,38 19,29 7,2 16,33",,,
Grado Superior,Madrid,"20,13 16,71 16,63",,,
Grado Superior,Madrid,"7 12,63 12,31 14",,,
Grado Superior,Madrid,"7 13,77 17,71",,,
Grado Superior,Madrid,"7 19,45 7",,,
Grado Superior,Madrid,"7 20,27 17",,,
Grado Superior,Madrid,"7,05 15,21",,,
Grado Superior,Madrid,"8,22 13,18 11,21",,,
Grado Superior,Madrid,"8,59 17,73",,,
Grado Superior,Madrid,"8,91 12,86 12",,,
Grado Superior,Madrid,"9,5 13,27 14,3",,,
Grado Superior,Majadahonda,"12,59 13,27 13,49 14,57",,,
Grado Superior,Majadahonda,"18,56 13,7 16,01 14,86",,,
Grado Superior,Majadahonda,"7,88 12,83 15,77",,,
Grado Superior,Manten Aerom Aviones con Motor de Turbina,IES BARAJAS,,20.06,17.17
Grado Superior,Manten Aerom Aviones con Motor de Turbina,IES BARAJAS,,18.44,16.27
Grado Superior,Manten Sist Elect y aviónicos en Aeronaves,IES BARAJAS,,18.59,18.64
Grado Superior,Mantenimiento de instalaciones térmicas y de fluidos,IES ENRIQUE TIERNO GALVAN,,9.29,13.8
Grado Superior,Mantenimiento de instalaciones térmicas y de fluidos,IES VIRGEN DE LA PALOMA,,14.55,14.29
Grado Superior,Mantenimiento electrónico,IES ANTONIO MACHADO,,8.28,14.55
Grado Superior,Mantenimiento electrónico,IES PACIFICO,,8.75,16.73
Grado Superior,Mantenimiento electrónico,IES PRADO DE SANTO DOMINGO,,12.6,13.36
Grado Superior,Marketing y publicidad,IES ALONSO DE AVELLANEDA,,18.65,13.0
Grado Superior,Marketing y publicidad,IES EL LAGO,,18.88,15.55
Grado Superior,Marketing y publicidad,IES ENRIQUE TIERNO GALVAN,,7.0,10.77
Grado Superior,Marketing y publicidad,IES JOAN MIRO,,7.0,14.57
Grado Superior,Marketing y publicidad,IES JOAN MIRO,,19.31,19.42
Grado Superior,Marketing y publicidad,IES JOSE LUIS SAMPEDRO,,18.19,15.64
Grado Superior,Marketing y publicidad,IES LUIS BRAILLE,,18.5,13.0
Grado Superior,Marketing y publicidad,IES LUIS BUÑUEL,,16.5,14.45
Grado Superior,Marketing y publicidad,IES LUIS BUÑUEL,,17.44,19.75
Grado Superior,Marketing y publicidad,IES LUIS BUÑUEL,,18.69,13.27
Grado Superior,Marketing y publicidad,IES MARIA DE ZAYAS Y SOTOMAYOR,,15.17,11.64
Grado Superior,Marketing y publicidad,IES PABLO NERUDA,,18.56,19.5
Grado Superior,Marketing y publicidad,IES PALOMERAS VALLECAS,,13.36,18.91
Grado Superior,Marketing y publicidad,IES PIO BAROJA,,19.17,19.92
Grado Superior,Marketing y publicidad,IES REY FERNANDO VI,,10.0,9.82
Grado Superior,Mecatrónica industrial,IES JOAN MIRO,,15.88,18.9
Grado Superior,Mecatrónica industrial,IES LUIS VIVES,,15.94,15.93
Grado Superior,Mecatrónica industrial,IES MIGUEL CATALÁN,,16.0,14.5
Grado Superior,Mecatrónica industrial,IES MIGUEL CATALÁN,,10.18,13.55
Grado Superior,Mecatrónica industrial,IES MIGUEL CATALÁN,,12.0,12.13
Grado Superior,Mecatrónica industrial,IES VIRGEN DE LA PALOMA,,19.19,15.82
Grado Superior,Mecatrónica industrial,IES VIRGEN DE LA PALOMA,,9.65,12.27
Grado Superior,Mecatrónica industrial,IES VIRGEN DE LA PALOMA,,8.12,14.08
Grado Superior,Mediación comunicativa,IES ALONSO DE AVELLANEDA,,7.0,12.0
Grado Superior,Mediación comunicativa,IES FELIPE TRIGO,,10.61,13.29
Grado Superior,Mediación comunicativa,IES PIO BAROJA,,7.76,12.82
Grado Superior,Mediación comunicativa,IES PIO BAROJA,,,
Grado Superior,Mejorada del Campo,"18,56 16,29",,,
Grado Superior,Mejorada del Campo,"8,33 18,73 13,38",,,
Grado Superior,Mk y Public y Gestión de Ventas y Espac Comerciales,IES FRANCISCO DE QUEVEDO,,18.69,17.83
Grado Superior,Móstoles,"12 12,41",,,
Grado Superior,Móstoles,"13,2 19,64 12 15,18 10",,,
Grado Superior,Móstoles,"16,94 16,29 15,93",,,
Grado Superior,Móstoles,"19,19 19,29 12,2 17,46",,,
Grado Superior,Móstoles,"19,81 12,46 14,6 17,5",,,
Grado Superior,Móstoles,"21,38 20,92 16,84 18,92",,,
Grado Superior,Organización y Control de Obras de Construcción,IES ALARNES,,13.33,12.6
Grado Superior,Organización y Control de Obras de Construcción,IES ANTONIO MACHADO,,7.39,9.0
Grado Superior,Organización y Control de Obras de Construcción,IES VIRGEN DE LA PALOMA,,7.0,20.31
Grado Superior,Ortoprótesis y productos de apoyo,IES ANTONIO MACHADO,,19.13,18.71
Grado Superior,Ortoprótesis y productos de apoyo,IES ANTONIO MACHADO,,7.22,13.0
Grado Superior,Paisajismo y medio rural,CP IFP ESCUELA DE LA VID,,12.56,13.09
Grado Superior,Paisajismo y medio rural,CP IFP ESCUELA DE LA VID,,7.01,16.73
Grado Superior,Paisajismo y medio rural,IES EL ESCORIAL,,10.0,19.07
Grado Superior,Parla,"13,45 19 15 15,08 10",,,
Grado Superior,Parla,"16,53 13,18 13,1 15,54",,,
Grado Superior,Parla,"18,94 16,43 11,63 17",,,
Grado Superior,Parla,"7,65 14 16",,,
Grado Superior,Patronaje y moda,IES SANTA ENGRACIA,,13.2,16.14
Grado Superior,Patronaje y moda,IES SANTA ENGRACIA,,7.0,8.0
Grado Superior,Pinto,"19,11 19 10,4 19",,,
Grado Superior,Pozuelo de Alarcón,"10 13,5 16,09",,,
Grado Superior,Pozuelo de Alarcón,"12,71 18,18 12,47 14,25",,,
Grado Superior,Pozuelo de Alarcón,"15 19,46 13,61 17,93 5",,,
Grado Superior,Pozuelo de Alarcón,"18,82 18,71 12",,,
Grado Superior,Pozuelo de Alarcón,"19,94 18 14,93 17,93 9",,,
Grado Superior,Prevención de Riesgos Profesionales,IES ANTONIO MACHADO,,,
Grado Superior,Prevención de Riesgos Profesionales,IES ANTONIO MACHADO,,10.0,13.14
Grado Superior,Prevención de Riesgos Profesionales,IES BENJAMIN RUA,,15.75,12.31
Grado Superior,Prevención de Riesgos Profesionales,IES VIRGEN DE LA PALOMA,,8.42,12.0
Grado Superior,Procesos y calidad en la industria alimentaria,CP IFP ESCUELA DE LA VID,,15.86,7.0
Grado Superior,Procesos y calidad en la industria alimentaria,CP IFP ESCUELA DE LA VID,,10.0,11.92
Grado Superior,Producción de audiovisuales y espectáculos,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,15.94,13.92
Grado Superior,Producción de audiovisuales y espectáculos,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,8.08,12.64
Grado Superior,Producción de audiovisuales y espectáculos,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,16.81,19.9
Grado Superior,Producción de audiovisuales y espectáculos,IES LUIS BUÑUEL,,14.47,12.73
Grado Superior,Producción de audiovisuales y espectáculos,IES LUIS BUÑUEL,,,
Grado Superior,Producción de audiovisuales y espectáculos,IES SIGLO XXI,,7.0,15.5
Grado Superior,Programación de la producción en fabricación mecánica,IES ALARNES,,7.92,15.5
Grado Superior,Programación de la producción en fabricación mecánica,IES ANTONIO MACHADO,,7.1,12.8
Grado Superior,Programación de la producción en fabricación mecánica,IES LUIS VIVES,,11.26,7.64
Grado Superior,Programación de la producción en fabricación mecánica,IES VIRGEN DE LA PALOMA,,7.0,16.83
Grado Superior,Promoción de igualdad de género,CP IFP BARRIO DE BILBAO,,7.98,14.93
Grado Superior,Promoción de igualdad de género,IES JOSE DE CHURRIGUERA,,9.61,16.2
Grado Superior,Proyectos de edificación,IES ALARNES,,19.0,12.45
Grado Superior,Proyectos de edificación,IES ISLAS FILIPINAS,,16.59,13.9
Grado Superior,Proyectos de edificación,IES VIRGEN DE LA PALOMA,,20.12,19.23
Grado Superior,Proyectos de obra civil,IES ISLAS FILIPINAS,,9.79,17.0
Grado Superior,Química industrial,IES PALOMERAS VALLECAS,,17.63,12.86
Grado Superior,Química industrial,IES PALOMERAS VALLECAS,,10.0,10.0
Grado Superior,Química y salud ambiental,IES BENJAMIN RUA,,14.25,14.83
Grado Superior,Química y salud ambiental,IES LOPE DE VEGA,,10.34,17.29
Grado Superior,Química y salud ambiental,IES SIGLO XXI,,12.67,13.57
Grado Superior,Química y salud ambiental,IES VIRGEN DE LA PALOMA,,9.46,12.0
Grado Superior,Realización de proyectos audiovisuales y espectáculos,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,17.06,18.8
Grado Superior,Realización de proyectos audiovisuales y espectáculos,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,13.67,12.9
Grado Superior,Realización de proyectos audiovisuales y espectáculos,IES LA ARBOLEDA,,17.0,15.7
Grado Superior,Realización de proyectos audiovisuales y espectáculos,IES LA ARBOLEDA,,11.75,15.36
Grado Superior,Realización de proyectos audiovisuales y espectáculos,IES LUIS BUÑUEL,,16.81,15.15
Grado Superior,Realización de proyectos audiovisuales y espectáculos,IES SIGLO XXI,,14.94,19.0
Grado Superior,Rivas-Vaciamadrid,"12,22 16,55 14,74",,,
Grado Superior,Rivas-Vaciamadrid,"8,64 13,63",,,
Grado Superior,Rivas-Vaciamadrid,"9,47 14,18 13,93",,,
Grado Superior,"Rozas de Madrid, Las","18,25 12,82 15 12",,,
Grado Superior,San Fernando de Henares,"10,46 14,35 12,3 13,58",,,
Grado Superior,San Fernando de Henares,"13,06 15,09 15,94 7",,,
Grado Superior,San Fernando de Henares,"13,4 16 15,97 14,83",,,
Grado Superior,San Fernando de Henares,"18,94 19,64 15 14,43",,,
Grado Superior,San Lorenzo de El Escorial,"13,17 18,29",,,
Grado Superior,San Martín de la Vega,"15,67 16,09",,,
Grado Superior,San Sebastián de los Reyes,"10,12 20 13,92",,,
Grado Superior,San Sebastián de los Reyes,"18,44 18,71 14,86",,,
Grado Superior,San Sebastián de los Reyes,"19,06 16,82 13,77",,,
Grado Superior,San Sebastián de los Reyes,"19,44 19,18 15,91 17,29",,,
Grado Superior,San Sebastián de los Reyes,"9,38 15,8 14,38",,,
Grado Superior,Sistemas de telecomunicaciones e informáticos,IES ANTONIO MACHADO,,7.99,12.7
Grado Superior,Sistemas de telecomunicaciones e informáticos,IES BENJAMIN RUA,,13.48,12.55
Grado Superior,Sistemas de telecomunicaciones e informáticos,IES EL BURGO-IGNACIO ECHEVERRÍA,,7.0,15.4
Grado Superior,Sistemas de telecomunicaciones e informáticos,IES ISAAC PERAL,,7.0,16.33
Grado Superior,Sistemas de telecomunicaciones e informáticos,IES PRADO DE SANTO DOMINGO,,8.03,17.33
Grado Superior,Sistemas de telecomunicaciones e informáticos,IES SALVADOR ALLENDE,,8.86,18.75
Grado Superior,Sistemas de telecomunicaciones e informáticos,IES SAN BLAS,,7.0,10.1
Grado Superior,Sistemas de telecomunicaciones e informáticos,IES SATAFI,,16.22,18.67
Grado Superior,Sistemas de telecomunicaciones e informáticos,IES SATAFI,,8.44,14.2
Grado Superior,Sistemas de telecomunicaciones e informáticos,IES VIRGEN DE LA PALOMA,,7.0,16.93
Grado Superior,Sistemas de telecomunicaciones e informáticos,IES VIRGEN DE LA PAZ,,8.92,19.83
Grado Superior,Sistemas electrotécnicos y automatizados,IES ALONSO DE AVELLANEDA,,15.63,19.0
Grado Superior,Sistemas electrotécnicos y automatizados,IES ANGEL CORELLA,,7.0,13.09
Grado Superior,Sistemas electrotécnicos y automatizados,IES BARAJAS,,17.3,16.92
Grado Superior,Sistemas electrotécnicos y automatizados,IES FELIPE TRIGO,,15.53,19.58
Grado Superior,Sistemas electrotécnicos y automatizados,IES FELIPE TRIGO,,7.59,15.5
Grado Superior,Sistemas electrotécnicos y automatizados,IES LAS CANTERAS,,7.0,16.64
Grado Superior,Sistemas electrotécnicos y automatizados,IES SATAFI,,16.9,18.9
Grado Superior,Sistemas electrotécnicos y automatizados,IES VIRGEN DE LA PALOMA,,13.94,17.5
Grado Superior,Sonido para audiovisuales y espectáculos,IES CARLOS MARIA RODRIGUEZ DE VALCARCEL,,15.19,16.18
Grado Superior,Termalismo y bienestar,CP IFP BARRIO DE BILBAO,,15.17,14.46
Grado Superior,Torrejón de Ardoz,"12 13,73 15,43",,,
Grado Superior,Torrejón de Ardoz,"19,25 19,36 17,15",,,
Grado Superior,Torrejón de Ardoz,"8,05 17,73 16,4 14,86",,,
Grado Superior,Transporte y logística,IES ALONSO DE AVELLANEDA,,16.11,14.29
Grado Superior,Transporte y logística,IES CLARA DEL REY,,9.0,13.57
Grado Superior,Transporte y logística,IES EL LAGO,,7.0,14.45
Grado Superior,Transporte y logística,IES JAIME FERRAN,,7.0,13.15
Grado Superior,Transporte y logística,IES LUIS BRAILLE,,16.72,17.45
Grado Superior,Transporte y logística,IES LUIS BUÑUEL,,16.82,14.0
Grado Superior,Transporte y logística,IES PABLO NERUDA,,12.13,12.91
Grado Superior,Transporte y logística,IES VIRGEN DE LA PAZ,,7.0,9.0
Grado Superior,Tres Cantos,"7 18,73 15,21",,,
Grado Superior,Tres Cantos,"9,62 18,45 15,09 14,57",,,
Grado Superior,Valdemorillo,"13,28 13,67 12",,,
Grado Superior,Valdemoro,"12 16,86 18,14",,,
Grado Superior,Valdemoro,"12,88 17,56 12,08",,,
Grado Superior,Valdemoro,"18 19,86 17,17",,,
Grado Superior,Vestuario a medida y de espectáculos,IES LEONARDO DA VINCI,,8.3,13.44
Grado Superior,Vestuario a medida y de espectáculos,IES SANTA ENGRACIA,,18.6,19.5
Grado Superior,Vitivinicultura,CP IFP ESCUELA DE LA VID,,7.0,8.78
Grado Superior,Óptica de Anteojería,IES VIRGEN DE LA PALOMA,,13.99,11.78
